,loss,accuracy,val_loss,val_accuracy,lr
0,0.48673421144485474,0.7775458693504333,0.47385525703430176,0.7852231860160828,0.01
1,0.4704076051712036,0.7880645394325256,0.4708961546421051,0.7881036400794983,0.01
2,0.4681231677532196,0.7895937561988831,0.47080108523368835,0.7859702110290527,0.01
3,0.46728265285491943,0.7899377346038818,0.47111621499061584,0.7864133715629578,0.01
4,0.46690642833709717,0.7905377149581909,0.4706229567527771,0.7870907187461853,0.01
5,0.4665969908237457,0.790298581123352,0.47090086340904236,0.7885910868644714,0.01
6,0.46656960248947144,0.7905377149581909,0.47004103660583496,0.7881922721862793,0.01
7,0.4664979875087738,0.7902612686157227,0.47002506256103516,0.7876541614532471,0.01
8,0.4664701521396637,0.7903210520744324,0.4704737663269043,0.7875022292137146,0.01
9,0.4664430618286133,0.7904054522514343,0.4691421687602997,0.7879263758659363,0.01
10,0.46643155813217163,0.7904054522514343,0.4701721668243408,0.787514865398407,0.01
11,0.46647801995277405,0.7902029156684875,0.47071391344070435,0.7896925806999207,0.01
12,0.4663868248462677,0.7905855178833008,0.46996933221817017,0.7869071364402771,0.01
13,0.46170979738235474,0.7934920191764832,0.4673766493797302,0.7915094494819641,0.0009999999
14,0.4613044261932373,0.7936347723007202,0.46671953797340393,0.7903826236724854,0.0009999999
15,0.4612363576889038,0.793843686580658,0.4666915237903595,0.7901294231414795,0.0009999999
16,0.4612266719341278,0.7937178015708923,0.4665006101131439,0.7899901270866394,0.0009999999
17,0.4611886441707611,0.7937754392623901,0.46658384799957275,0.7899521589279175,0.0009999999
18,0.4611850678920746,0.793876051902771,0.4667246341705322,0.7892367839813232,0.0009999999
19,0.4611995220184326,0.7938233017921448,0.4668428897857666,0.7888000011444092,0.0009999999
20,0.4606543481349945,0.7940406203269958,0.4663465917110443,0.7904079556465149,9.999999e-05
21,0.4605919122695923,0.7942418456077576,0.46635061502456665,0.7905345559120178,9.999999e-05
22,0.46058666706085205,0.7942636013031006,0.4663656949996948,0.7904902100563049,9.999999e-05
23,0.46057426929473877,0.7942418456077576,0.4663602411746979,0.7903256416320801,9.999999e-05
24,0.4605151116847992,0.7943318486213684,0.4663463532924652,0.7904142737388611,9.999999e-06
25,0.46051281690597534,0.7943227291107178,0.4663430452346802,0.7903826236724854,9.999999e-06
26,0.4605069160461426,0.7942811846733093,0.46634215116500854,0.7904459238052368,9.999999e-06
27,0.4605032503604889,0.7944000959396362,0.4663413465023041,0.7904269099235535,1e-06
