,loss,accuracy,val_loss,val_accuracy,lr
0,0.5631013512611389,0.7140822410583496,0.5353765487670898,0.7386366724967957,0.001
1,0.5263075828552246,0.744590163230896,0.5214385390281677,0.7487718462944031,0.001
2,0.5165961384773254,0.7515742182731628,0.5150044560432434,0.7520257830619812,0.001
3,0.5113073587417603,0.7552621364593506,0.5110147595405579,0.7553556561470032,0.001
4,0.5078596472740173,0.7574658989906311,0.508466362953186,0.7560710310935974,0.001
5,0.505395233631134,0.7592581510543823,0.5063398480415344,0.7579258680343628,0.001
6,0.5035383105278015,0.7604532241821289,0.5047451257705688,0.7586918473243713,0.001
7,0.502102255821228,0.7614169120788574,0.5036010146141052,0.7598376870155334,0.001
8,0.5009311437606812,0.7621610760688782,0.5026282072067261,0.7605340480804443,0.001
9,0.4999698996543884,0.7626668214797974,0.5018495917320251,0.7607492804527283,0.001
10,0.4991787374019623,0.7630797624588013,0.5014798641204834,0.7607682943344116,0.001
11,0.4985109567642212,0.7635165452957153,0.500709593296051,0.7617748379707336,0.001
12,0.49792417883872986,0.7639386057853699,0.5002664923667908,0.7619774341583252,0.001
13,0.4974226653575897,0.7642312049865723,0.5000916719436646,0.7625724673271179,0.001
14,0.49700263142585754,0.7644971013069153,0.4994685649871826,0.7630093097686768,0.001
15,0.49660107493400574,0.7647615671157837,0.49917832016944885,0.7628953456878662,0.001
16,0.49627530574798584,0.7649078965187073,0.4988080561161041,0.7631295919418335,0.001
17,0.49597275257110596,0.7651033997535706,0.4986572265625,0.7629523277282715,0.001
18,0.49569937586784363,0.7650830149650574,0.49847713112831116,0.7625535130500793,0.001
19,0.49548158049583435,0.7651660442352295,0.4983304738998413,0.762800395488739,0.001
20,0.4952538311481476,0.7654431462287903,0.49814507365226746,0.7639778852462769,0.001
21,0.49507808685302734,0.7654551267623901,0.49791616201400757,0.7635600566864014,0.001
22,0.4949023127555847,0.7655922770500183,0.4977971017360687,0.7636359930038452,0.001
23,0.49472948908805847,0.76570063829422,0.4978504180908203,0.7637689709663391,0.001
24,0.4945829212665558,0.7658194899559021,0.4978765547275543,0.7627940773963928,0.001
25,0.49446335434913635,0.765796959400177,0.49761855602264404,0.7632498741149902,0.001
26,0.49433740973472595,0.7658405900001526,0.4974803328514099,0.7643450498580933,0.001
27,0.49422600865364075,0.7658166885375977,0.49730899930000305,0.7640032172203064,0.001
28,0.4941236674785614,0.7661036849021912,0.49727797508239746,0.7642627358436584,0.001
29,0.494029700756073,0.7661641836166382,0.4972020983695984,0.7638576030731201,0.001
30,0.4939514994621277,0.7660058736801147,0.49712178111076355,0.7641171216964722,0.001
31,0.4938591420650482,0.7660917043685913,0.4971897006034851,0.7634777426719666,0.001
32,0.493811696767807,0.7661268711090088,0.4970453679561615,0.7642247676849365,0.001
33,0.4937504231929779,0.7661353349685669,0.49705812335014343,0.7639209032058716,0.001
34,0.4936705231666565,0.7662162184715271,0.49714016914367676,0.7632371783256531,0.001
35,0.49362704157829285,0.7663125991821289,0.4968947768211365,0.7643576860427856,0.001
36,0.49355548620224,0.7663062214851379,0.4968469738960266,0.7644020318984985,0.001
37,0.4935061037540436,0.766324520111084,0.4968269467353821,0.7640095353126526,0.001
38,0.49347594380378723,0.7663210034370422,0.4967478811740875,0.7643070816993713,0.001
39,0.4934232831001282,0.7664209008216858,0.49697256088256836,0.7634967565536499,0.001
40,0.49337655305862427,0.7663787007331848,0.4967404007911682,0.7642500996589661,0.001
41,0.49335458874702454,0.7662999033927917,0.4966738224029541,0.7643640041351318,0.001
42,0.4933052361011505,0.7663977146148682,0.4968336224555969,0.7634777426719666,0.001
43,0.49328264594078064,0.7663772702217102,0.49677926301956177,0.764731228351593,0.001
44,0.4932546615600586,0.7663955688476562,0.49673739075660706,0.7643576860427856,0.001
45,0.4928957223892212,0.7667022347450256,0.49665215611457825,0.7643893361091614,0.000100000005
46,0.4928663372993469,0.7667747139930725,0.49664658308029175,0.7642564177513123,0.000100000005
47,0.4928647577762604,0.7667282819747925,0.49663668870925903,0.7644020318984985,0.000100000005
48,0.4928598701953888,0.7667669653892517,0.4966297149658203,0.7643893361091614,0.000100000005
49,0.4928497076034546,0.7666875123977661,0.4966202676296234,0.764376699924469,0.000100000005
50,0.4928443431854248,0.7667613625526428,0.49662160873413086,0.7643893361091614,0.000100000005
51,0.49284255504608154,0.7666635513305664,0.49662598967552185,0.7643387317657471,0.000100000005
52,0.4928474724292755,0.7667662501335144,0.4966283142566681,0.7642690539360046,0.000100000005
53,0.4927998185157776,0.766707181930542,0.4966215491294861,0.7643576860427856,1.0000001e-05
54,0.4927946627140045,0.7667437791824341,0.4966220557689667,0.7643957138061523,1.0000001e-05
55,0.49279797077178955,0.7667902112007141,0.4966220557689667,0.7643197178840637,1.0000001e-05
56,0.4927913248538971,0.766721248626709,0.4966208040714264,0.7643387317657471,1.0000001e-06
