,loss,accuracy,val_loss,val_accuracy,lr
0,0.5406603813171387,0.7402114868164062,0.5119633078575134,0.7545643448829651,0.01
1,0.5044407248497009,0.7577064633369446,0.500575065612793,0.759951651096344,0.01
2,0.4969334304332733,0.760979413986206,0.4969908595085144,0.7596983909606934,0.01
3,0.49337172508239746,0.7625831365585327,0.49373096227645874,0.7614709734916687,0.01
4,0.4913121163845062,0.7633758783340454,0.49267297983169556,0.7619267702102661,0.01
5,0.49002352356910706,0.76388019323349,0.4915020167827606,0.7632878422737122,0.01
6,0.489149808883667,0.7641257047653198,0.49084365367889404,0.7636359930038452,0.01
7,0.48852914571762085,0.7642825841903687,0.4905513525009155,0.7630789279937744,0.01
8,0.48811495304107666,0.7643409371376038,0.4900577962398529,0.7633511424064636,0.01
9,0.48777109384536743,0.7643072009086609,0.4898296892642975,0.7631612420082092,0.01
10,0.4875088334083557,0.7643057703971863,0.49009251594543457,0.763066291809082,0.01
11,0.48732417821884155,0.7643353343009949,0.4905349314212799,0.7635157108306885,0.01
12,0.48714861273765564,0.7645822167396545,0.4896600842475891,0.7638829350471497,0.01
13,0.4870568513870239,0.7643507719039917,0.4901914894580841,0.7636043429374695,0.01
14,0.486970454454422,0.7644985318183899,0.4893890917301178,0.7634144425392151,0.01
15,0.4868762195110321,0.7644183039665222,0.4895209074020386,0.7632752060890198,0.01
16,0.4868222177028656,0.7644450664520264,0.4892309606075287,0.7634840607643127,0.01
17,0.4867578446865082,0.7645843029022217,0.489214688539505,0.7634460926055908,0.01
18,0.48671045899391174,0.7648009657859802,0.4898218512535095,0.762800395488739,0.01
19,0.48667988181114197,0.7645941376686096,0.48999226093292236,0.7626357674598694,0.01
20,0.48665547370910645,0.7643916010856628,0.48933136463165283,0.7634777426719666,0.01
21,0.4857567846775055,0.7649402618408203,0.48918214440345764,0.7635347247123718,0.0009999999
22,0.4857276380062103,0.7650513648986816,0.4891609251499176,0.7633827924728394,0.0009999999
23,0.48570680618286133,0.7649993300437927,0.4892685115337372,0.763844907283783,0.0009999999
24,0.4856986105442047,0.7650415301322937,0.4892524182796478,0.7632182240486145,0.0009999999
25,0.48570138216018677,0.7649908661842346,0.4891616106033325,0.7632941603660583,0.0009999999
26,0.4855918288230896,0.7649500966072083,0.4891512989997864,0.7633891105651855,9.999999e-05
27,0.485591322183609,0.7649472951889038,0.48913052678108215,0.7633511424064636,9.999999e-05
28,0.4855922758579254,0.7649641633033752,0.4891259968280792,0.7634207606315613,9.999999e-05
29,0.48559311032295227,0.7650169134140015,0.48912373185157776,0.7633827924728394,9.999999e-05
30,0.4855881929397583,0.7649852633476257,0.4891376197338104,0.7633385062217712,9.999999e-05
31,0.4855823516845703,0.7649894952774048,0.48912426829338074,0.7634144425392151,9.999999e-06
32,0.48557886481285095,0.7650070786476135,0.4891226887702942,0.7633764743804932,9.999999e-06
33,0.485583633184433,0.7649845480918884,0.4891222417354584,0.7634334564208984,9.999999e-06
34,0.48557865619659424,0.7649831175804138,0.48912283778190613,0.7634397745132446,1e-06
